pe_rows,pe_cols,pe_count,ooc_variant,target_frequency_mhz,wns_ns,timing_met,estimated_fmax_mhz,lut,ff,expected_pe_dsp,routed_report_dsp,utilization_report,timing_report
64,64,4096,ooc_implement1,200,0.123,True,205.044,387110,291314,4096,4096,W4A4_PD_64_64/ooc_implement1/freq_200MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_64_64/ooc_implement1/freq_200MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
64,64,4096,ooc_implement1,205,0.141,True,211.102,387105,291314,4096,4096,W4A4_PD_64_64/ooc_implement1/freq_205MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_64_64/ooc_implement1/freq_205MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
64,64,4096,ooc_implement1,210,0.138,True,216.267,387215,291297,4096,4096,W4A4_PD_64_64/ooc_implement1/freq_210MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_64_64/ooc_implement1/freq_210MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
64,64,4096,ooc_implement1,215,-0.307,False,201.688,387101,291496,4096,4096,W4A4_PD_64_64/ooc_implement1/freq_215MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_64_64/ooc_implement1/freq_215MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
64,64,4096,ooc_implement1,220,-0.157,False,212.655,387173,291538,4096,4096,W4A4_PD_64_64/ooc_implement1/freq_220MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_64_64/ooc_implement1/freq_220MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
64,64,4096,ooc_implement1,225,-0.758,False,192.217,387138,291384,4096,4096,W4A4_PD_64_64/ooc_implement1/freq_225MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_64_64/ooc_implement1/freq_225MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
64,64,4096,ooc_implement1,230,-0.378,False,211.603,387172,291332,4096,4096,W4A4_PD_64_64/ooc_implement1/freq_230MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_64_64/ooc_implement1/freq_230MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
64,64,4096,ooc_implement1,235,-0.178,False,225.565,387168,291388,4096,4096,W4A4_PD_64_64/ooc_implement1/freq_235MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_64_64/ooc_implement1/freq_235MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
64,64,4096,ooc_implement1,240,-0.471,False,215.626,387165,291836,4096,4096,W4A4_PD_64_64/ooc_implement1/freq_240MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_64_64/ooc_implement1/freq_240MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
80,80,6400,ooc_implement1,190,-1.219,False,154.27,596039,443668,6400,6400,W4A4_PD_80_80/ooc_implement1/freq_190MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_80_80/ooc_implement1/freq_190MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
80,80,6400,ooc_implement1,195,0.02,True,195.763,596740,443711,6400,6400,W4A4_PD_80_80/ooc_implement1/freq_195MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_80_80/ooc_implement1/freq_195MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
80,80,6400,ooc_implement1,200,0.111,True,204.541,595855,443788,6400,6400,W4A4_PD_80_80/ooc_implement1/freq_200MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_80_80/ooc_implement1/freq_200MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
80,80,6400,ooc_implement1,205,0.064,True,207.725,595845,443718,6400,6400,W4A4_PD_80_80/ooc_implement1/freq_205MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_80_80/ooc_implement1/freq_205MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
80,80,6400,ooc_implement1,210,-1.137,False,169.523,596087,444700,6400,6400,W4A4_PD_80_80/ooc_implement1/freq_210MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_80_80/ooc_implement1/freq_210MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
80,80,6400,ooc_implement1,215,0.054,True,217.525,595985,443653,6400,6400,W4A4_PD_80_80/ooc_implement1/freq_215MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_80_80/ooc_implement1/freq_215MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
90,90,8100,ooc_implement,200,0.011,True,200.441,752351,553932,8100,8160,W4A4_PD_90_90/ooc_implement/freq_200MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_90_90/ooc_implement/freq_200MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
90,90,8100,ooc_implement,220,-1.05,False,178.716,751707,555583,8100,8160,W4A4_PD_90_90/ooc_implement/freq_220MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_90_90/ooc_implement/freq_220MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
90,90,8100,ooc_implement,240,-2.4,False,152.284,751972,553963,8100,8160,W4A4_PD_90_90/ooc_implement/freq_240MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_90_90/ooc_implement/freq_240MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
90,90,8100,ooc_implement,260,-1.604,False,183.481,752294,555583,8100,8160,W4A4_PD_90_90/ooc_implement/freq_260MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_90_90/ooc_implement/freq_260MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
90,90,8100,ooc_implement1,190,-1.482,False,148.254,752243,553824,8100,8160,W4A4_PD_90_90/ooc_implement1/freq_190MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_90_90/ooc_implement1/freq_190MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
90,90,8100,ooc_implement1,195,0.111,True,199.314,752269,553891,8100,8160,W4A4_PD_90_90/ooc_implement1/freq_195MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_90_90/ooc_implement1/freq_195MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
90,90,8100,ooc_implement1,200,0.011,True,200.441,752351,553932,8100,8160,W4A4_PD_90_90/ooc_implement1/freq_200MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_90_90/ooc_implement1/freq_200MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
90,90,8100,ooc_implement1,205,-1.79,False,149.969,752333,553913,8100,8160,W4A4_PD_90_90/ooc_implement1/freq_205MHz/hls/impl/verilog/report/gemv_kernel_utilization_routed.rpt,W4A4_PD_90_90/ooc_implement1/freq_205MHz/hls/impl/verilog/project.runs/impl_1/bd_0_wrapper_timing_summary_routed.rpt
